0 , 0 , 1 , 6 , 3 , 5 , 9
1 , 3
2 , 6 , 5
3 , 8 , 5 , 0 , 6 , 3
4 , 5 , 1 , 4
5 , 4 , 9 , 7 , 8 , 0 , 6 , 1
6 , 8 , 1 , 6 , 4
7 , 5 , 0 , 6 , 9 , 3
8 , 6
9 , 8 , 2 , 9 , 6
10 , 8 , 7 , 1 , 6 , 0
11 , 2 , 7
13 , 2 , 4 , 6 , 9
14 , 7 , 0 , 4 , 5 , 3
